"ID","Department","To Date","From Date","Company","Total Estimated Budget","ID (Staffing Plan Detail)"
"plan544","Quality Management - 3","2003-05-19","2003-05-02","3company",295682.0,"cabfaa2e99"
"plan542","Dispatch - 8","2020-08-22","2020-03-19","8company",275012.0,"ce5bc08c04"
"plan540","Dispatch - 114","2020-03-29","2020-01-03","14company",0.0,"d34439d4c9"
"plan539","Legal - 117","2020-05-09","2020-02-02","17company",155582.0,"1f1abb1898"
"plan537","Production - 5","2011-08-17","2001-01-17","5company",0.0,"23585fe8d8"
"plan535","","2015-07-22","2015-05-20","11company",188314.0,"2760b2e7dc"
"plan532","Production - 110","2020-07-20","2014-04-20","10company",237628.0,"d3e0076d79"
"plan531","","2011-10-28","2009-09-27","11company",0.0,"a4be0c60ea"
"plan530","Sales - 117","2020-05-22","2007-05-19","17company",218618.0,"5a5101f013"
"plan529","Purchase - 116","2014-08-28","2014-04-13","16company",298982.0,"7004aeb3f4"
"plan528","Dispatch - 5","2008-04-21","2004-03-21","5company",193150.0,"629abed9c6"
"plan527","Legal - 3","2013-09-28","2011-05-13","3company",287942.0,"833623fd4f"
"plan526","Legal - 6","2011-10-21","2011-08-21","6company",167530.0,"fe7e324926"
"plan525","Production - 5","2021-11-16","2021-01-15","5company",127472.0,"87b41608d9"
"plan524","Sales - 113","2017-11-25","2009-11-10","13company",128910.0,"7a03a41aeb"
"plan513","Marketing - 8","2018-06-10","2012-05-10","8company",233988.0,"7761fa093f"
"plan510","Purchase - 4","2019-10-12","2019-08-09","4company",293154.0,"237a5400b3"
"plan508","Customer Service - 6","2007-11-28","2007-10-17","6company",220790.0,"982bb0ae1b"
"plan505","Quality Management - 3","2020-10-06","2007-10-02","3company",136964.0,"e4d16f5240"
"plan502","Marketing - 110","2010-10-27","2005-10-19","10company",0.0,"bc7adfb1be"
"plan500","Purchase - 118","2015-06-20","2006-03-09","18company",219512.0,"083e13dea7"
"plan499","Marketing - 110","2016-02-24","2016-01-17","10company",224262.0,"42b97b6586"
"plan498","Dispatch - 3","2019-09-20","2018-01-17","3company",226024.0,"6739f43751"
"plan495","Management - 114","2018-06-16","2013-02-11","14company",260808.0,"d449cb1933"
"plan493","Operations - 118","2005-09-27","2003-09-17","18company",166032.0,"7bf7434a7b"
"plan491","Operations - 114","2006-09-04","2004-07-03","14company",0.0,"2e5529652c"
"plan490","Research & Development - 114","2018-05-17","2018-04-03","14company",189902.0,"9fb64d9ab1"
"plan487","Legal - 1","2010-03-23","2004-01-22","1company",108234.0,"17ab23fb43"
"plan484","Dispatch - 1","2015-08-29","2011-08-01","1company",0.0,"b5a87441bf"
"plan478","","2019-10-23","2019-09-02","11company",0.0,"7a296818e4"
"plan476","Customer Service - 2","2021-09-19","2021-09-06","2company",0.0,"c985623630"
"plan475","Sales - 2","2009-11-22","2004-05-16","2company",129972.0,"e436bf4a91"
"plan474","Quality Management - 6","2020-03-29","2017-02-09","6company",215278.0,"f444fc1a06"
"plan473","Marketing - 117","2020-10-09","2018-05-03","17company",0.0,"74171a2c94"
"plan472","Research & Development - 8","2009-07-19","2007-03-10","8company",0.0,"cd0cd54afe"
"plan471","Purchase - 117","2005-10-24","2003-04-16","17company",159104.0,"932acf0f43"
"plan469","Purchase - 7","2018-08-29","2012-06-29","7company",209382.0,"15084981f6"
"plan466","Management - 117","2021-11-21","2021-04-08","17company",179828.0,"0de996d0a4"
"plan425","Legal - 8","2020-06-27","2014-06-21","8company",182506.0,"d4b434a14f"
"plan424","Operations - 1","2016-11-27","2012-05-18","1company",177694.0,"3d424e7bc9"
"plan423","Operations - 110","2020-07-25","2002-05-08","10company",0.0,"1c94f6b609"
"plan421","Production - 9","2021-03-19","2021-02-07","9company",297222.0,"b40fc0c36e"
"plan420","Sales - 113","2017-11-27","2017-03-24","13company",159938.0,"d3bb9c9b1b"
"plan417","Sales - 8","2020-06-20","2020-01-19","8company",0.0,"c43fba34b8"
"plan411","Management - 112","2009-10-12","2007-04-05","12company",125002.0,"dedf5c9a5c"
"plan400","Management - 115","2010-10-27","2009-09-15","15company",107678.0,"f75e3e23f8"
"plan463","Operations - 118","2018-09-26","2014-08-16","18company",132970.0,"b27e9ad431"
"plan462","Sales - 8","2020-11-17","2014-07-11","8company",203734.0,"7feaa3886b"
"plan458","Human Resources - 112","2016-05-18","2009-05-09","12company",284402.0,"bae289b915"
"plan452","Customer Service - 1","2019-09-14","2001-05-14","1company",204566.0,"ef4d8ac96a"
"plan451","Human Resources - 117","2002-08-17","2001-07-14","17company",268328.0,"0b38d15fe4"
"plan449","Dispatch - 114","2020-10-28","2020-07-24","14company",256094.0,"5e02605824"
"plan448","Customer Service - 6","2018-10-19","2001-08-17","6company",0.0,"e1f058a3f3"
"plan447","Dispatch - 1","2005-10-25","2005-09-22","1company",155894.0,"28c18233af"
"plan446","Quality Management - 7","2016-09-05","2003-09-03","7company",199098.0,"72b7c34c70"
"plan442","Dispatch - 6","2006-10-24","2003-08-23","6company",0.0,"8588e1abf3"
"plan441","Quality Management - 5","2006-09-29","2004-08-29","5company",197368.0,"de3cb137cf"
"plan439","Customer Service - 118","2018-06-21","2016-05-21","18company",224260.0,"0cb8db02c7"
"plan438","Marketing - 7","2020-11-26","2020-11-21","7company",227294.0,"795eb74299"
"plan436","Operations - 113","2020-11-26","2016-03-26","13company",183068.0,"2c999cc38b"
"plan435","Operations - 3","2001-11-25","2001-06-22","3company",128598.0,"6afde37ec8"
"plan433","Human Resources - 8","2018-11-23","2005-06-23","8company",251196.0,"73b38976d5"
"plan430","Quality Management - 6","2014-09-20","2013-08-11","6company",264692.0,"9dcb3385f3"
"plan428","Sales - 114","2015-09-28","2012-01-25","14company",194162.0,"a8ce2491ce"
"plan427","Customer Service - 117","2011-10-15","2011-04-14","17company",216328.0,"effe3663a0"
"plan422","Sales - 8","2021-06-14","2021-05-05","8company",258724.0,"cb68efa388"
"plan419","Quality Management - 8","2014-10-15","2002-08-04","8company",0.0,"c5baffa945"
"plan418","Marketing - 113","2021-10-22","2021-06-15","13company",214490.0,"504a3ee632"
"plan415","Quality Management - 1","2021-11-25","2021-11-15","1company",247186.0,"3d768ce35c"
"plan414","Quality Management - 118","2013-08-22","2013-02-16","18company",254794.0,"302856c015"
"plan413","Dispatch - 7","2019-06-18","2019-05-06","7company",178652.0,"2766415f84"
"plan412","Legal - 9","2017-09-28","2015-02-17","9company",0.0,"a7038c7299"
"plan410","Management - 2","2019-07-07","2017-01-01","2company",135006.0,"7f6364b0a3"
"plan409","Production - 8","2019-11-24","2015-10-23","8company",155430.0,"33c5e597e4"
"plan407","Dispatch - 3","2021-09-28","2021-06-25","3company",255988.0,"8bb8a69e52"
"plan406","Dispatch - 8","2014-11-29","2009-09-20","8company",227230.0,"15ea3efc78"
"plan405","Customer Service - 114","2012-08-28","2006-01-08","14company",252796.0,"6c122b8198"
"plan404","Human Resources - 7","2021-08-27","2021-05-17","7company",102484.0,"17741b6194"
"plan402","Production - 9","2011-06-28","2009-06-19","9company",170166.0,"f89a9cfe84"
"plan401","Management - 9","2019-11-23","2016-11-11","9company",125552.0,"386863f856"
"plan399","Customer Service - 9","2020-03-27","2013-02-10","9company",219776.0,"13013d0d4d"
"plan398","Production - 4","2004-11-27","2001-11-23","4company",284854.0,"839bdb046f"
"plan397","Purchase - 113","2019-10-29","2019-10-21","13company",246708.0,"f988de1c6d"
"plan396","Purchase - 3","2017-08-22","2014-08-05","3company",127928.0,"4d189070cb"
"plan395","Research & Development - 112","2015-11-23","2015-04-19","12company",0.0,"19ea46e915"
"plan394","Human Resources - 115","2010-07-16","2009-07-14","15company",0.0,"e2d5cc3f6d"
"plan393","Quality Management - 112","2019-06-25","2017-03-18","12company",170004.0,"5d938c719d"
"plan391","Dispatch - 4","2016-08-22","2015-07-15","4company",273544.0,"c7f099e98e"
"plan390","Sales - 115","2018-11-10","2017-11-04","15company",122968.0,"d99bde4a7e"
"plan387","Management - 115","2002-10-29","2002-07-29","15company",157998.0,"7601d7d565"
"plan386","Sales - 7","2021-11-28","2021-05-15","7company",211918.0,"6bb6bccb56"
"plan385","Customer Service - 118","2017-10-25","2005-10-05","18company",0.0,"74434ea4c5"
"plan383","Research & Development - 113","2020-11-21","2020-07-15","13company",137946.0,"c05e33f3da"
"plan381","Production - 118","2020-03-18","2006-03-07","18company",140194.0,"0971e55396"
"plan380","Legal - 118","2014-11-16","2011-11-10","18company",137626.0,"32a2190329"
"plan379","Operations - 8","2019-09-23","2013-08-13","8company",199010.0,"5e8f4d4826"
"plan376","Quality Management - 1","2018-04-29","2002-03-29","1company",260052.0,"c37d4482f5"
"plan373","Production - 7","2008-08-25","2004-04-24","7company",242764.0,"0eb55f05ba"
"plan372","Management - 3","2020-04-08","2020-03-04","3company",0.0,"35e7d8a381"
"plan371","Research & Development - 116","2019-11-11","2019-06-09","16company",220238.0,"20508dda91"
"plan368","Sales - 113","2017-06-28","2009-01-23","13company",239760.0,"6e3133dfd8"
"plan367","Purchase - 1","2018-11-26","2016-09-18","1company",289448.0,"430f8a4995"
"plan366","Sales - 114","2020-08-29","2016-01-28","14company",182130.0,"8fdba05d9e"
"plan365","Research & Development - 7","2018-06-08","2018-05-04","7company",202534.0,"d1c377ce2b"
"plan363","Sales - 6","2014-11-24","2001-11-21","6company",285702.0,"61edbd0143"
"plan362","Research & Development - 110","2015-11-11","2014-07-07","10company",188674.0,"5c0443c1a9"
"plan361","Customer Service - 112","2004-10-25","2004-03-03","12company",120790.0,"207541ae75"
"plan360","Research & Development - 7","2015-04-24","2006-04-18","7company",246710.0,"fbd23c2188"
"plan359","Customer Service - 115","2020-07-23","2020-07-08","15company",0.0,"adceb097b3"
"plan358","","2020-05-21","2019-05-06","11company",142692.0,"b8b84cda49"
"plan356","Legal - 117","2016-02-05","2007-01-02","17company",0.0,"033e036b99"
"plan355","Research & Development - 113","2005-06-23","2005-01-19","13company",101716.0,"cb6aa06dd3"
"plan353","Legal - 110","2018-11-15","2016-11-12","10company",181150.0,"7849607aba"
"plan350","Research & Development - 2","2019-09-27","2013-01-08","2company",189344.0,"2b12d5fca0"
"plan349","Legal - 116","2020-08-23","2020-08-16","16company",267778.0,"2f3e950275"
"plan346","Operations - 6","2018-07-27","2016-02-27","6company",217872.0,"3b3529aa48"
"plan345","Marketing - 114","2015-06-20","2011-01-20","14company",270290.0,"3a966b1c0c"
"plan344","Management - 116","2014-10-24","2003-10-11","16company",147610.0,"6560f188fd"
"plan342","Dispatch - 2","2021-05-13","2021-04-04","2company",251312.0,"f05789e30e"
"plan340","Management - 5","2019-10-27","2019-10-25","5company",142660.0,"d8bb6f80b6"
"plan339","Management - 8","2020-11-19","2019-11-14","8company",294668.0,"ad760a0546"
"plan338","Management - 2","2013-03-26","2012-03-26","2company",184060.0,"b7724b6718"
"plan337","Research & Development - 116","2017-08-29","2005-07-28","16company",0.0,"e526139175"
"plan336","Dispatch - 3","2013-09-17","2007-06-01","3company",249176.0,"46cff455f6"
"plan335","Operations - 7","2019-10-21","2017-06-17","7company",0.0,"cffc2e52d1"
"plan334","Quality Management - 3","2019-11-27","2019-04-21","3company",250696.0,"59f927d6b7"
"plan333","Dispatch - 112","2019-10-28","2006-09-25","12company",145284.0,"b6df7ac9f1"
"plan332","Research & Development - 8","2009-11-28","2006-10-19","8company",0.0,"01c8954227"
"plan331","Operations - 117","2007-11-18","2003-10-13","17company",153322.0,"5806fe56b4"
"plan330","Research & Development - 116","2014-05-27","2014-03-07","16company",0.0,"b0140ee3e8"
"plan329","Quality Management - 118","2014-11-26","2005-04-15","18company",148788.0,"12e8c9d7a5"
"plan328","Legal - 1","2008-10-14","2008-10-05","1company",268034.0,"b7d509facc"
"plan327","Production - 113","2012-06-29","2003-06-29","13company",263488.0,"255b37d21d"
"plan324","Legal - 9","2010-11-16","2003-11-14","9company",0.0,"3aa9eb683b"
"plan323","Human Resources - 115","2001-11-26","2001-11-04","15company",0.0,"0f47d1c7b0"
"plan322","Research & Development - 117","2020-08-21","2003-05-18","17company",115012.0,"4b3a7de372"
"plan320","Marketing - 9","2020-11-29","2020-09-16","9company",216322.0,"0b203476f4"
"plan319","Operations - 5","2016-10-22","2016-09-08","5company",261200.0,"a640e3b4b2"
"plan318","Research & Development - 110","2020-11-25","2019-09-23","10company",157334.0,"5cebcd1bfc"
"plan317","Management - 117","2013-05-06","2009-04-05","17company",170482.0,"627c8c8cc2"
"plan315","Dispatch - 9","2017-08-26","2012-01-17","9company",239860.0,"f8b6adafb6"
"plan314","","2020-02-27","2009-01-20","11company",148404.0,"40e33399a1"
"plan312","Purchase - 2","2014-09-22","2013-01-18","2company",295004.0,"921bf3a2b0"
"plan310","Production - 118","2020-11-29","2017-11-18","18company",247268.0,"9d645da1b6"
"plan308","Marketing - 9","2011-11-21","2005-06-19","9company",0.0,"84040b78ff"
"plan307","Sales - 9","2018-08-27","2008-05-25","9company",212162.0,"d8e29f7199"
"plan306","Production - 112","2016-09-09","2010-08-07","12company",229356.0,"ac9a6d2463"
"plan302","Dispatch - 116","2016-11-25","2015-11-21","16company",119056.0,"f667c0ccc9"
"plan301","Legal - 110","2015-10-27","2014-08-25","10company",162918.0,"61a97645bd"
"plan300","Dispatch - 118","2019-11-26","2014-03-11","18company",175650.0,"c7fdc17991"
"plan299","Human Resources - 116","2019-09-08","2018-02-02","16company",291426.0,"1add266545"
"plan298","Quality Management - 1","2012-11-26","2011-02-24","1company",128548.0,"79075751d9"
"plan297","Management - 117","2014-10-26","2012-07-10","17company",101124.0,"67e4b84640"
"plan295","Human Resources - 5","2018-05-26","2001-04-24","5company",158950.0,"90f8482bf3"
"plan293","Purchase - 110","2013-07-27","2012-01-18","10company",145236.0,"0f05148b14"
"plan292","Research & Development - 5","2002-11-21","2001-11-08","5company",161812.0,"af2ee617e7"
"plan291","Legal - 9","2012-08-19","2012-04-19","9company",128806.0,"0e3d2c86ad"
"plan289","Quality Management - 3","2006-10-26","2006-09-20","3company",232818.0,"699f12e891"
"plan288","Purchase - 118","2010-10-26","2009-09-21","18company",0.0,"369219569c"
"plan287","Purchase - 117","2016-06-29","2005-03-23","17company",267910.0,"36735a826e"
"plan286","Research & Development - 112","2018-08-16","2006-08-12","12company",150088.0,"65c28fdad4"
"plan285","Legal - 3","2020-05-23","2020-02-22","3company",269128.0,"00425d6f73"
"plan284","Marketing - 113","2015-07-22","2012-05-04","13company",156624.0,"3aaedbcea0"
"plan283","Purchase - 5","2020-10-21","2020-07-08","5company",263866.0,"c2a6eef01a"
"plan282","Legal - 3","2016-11-02","2009-03-01","3company",174816.0,"1b96335c93"
"plan280","Quality Management - 7","2018-05-27","2013-03-21","7company",211626.0,"8613976f9e"
"plan279","Management - 8","2011-06-29","2007-05-27","8company",230094.0,"a3c8ca5f86"
"plan278","Customer Service - 4","2014-07-29","2006-04-23","4company",200626.0,"49c215b0bf"
"plan277","Management - 8","2020-08-18","2020-07-18","8company",295126.0,"364d53fe37"
"plan275","","2003-01-29","2002-01-28","11company",223876.0,"95a2c4565f"
"plan274","Human Resources - 2","2016-10-04","2012-05-03","2company",154606.0,"4d42e99156"
"plan272","Sales - 6","2021-11-28","2021-11-27","6company",167320.0,"785dc3b52b"
"plan270","Purchase - 117","2010-11-26","2010-06-23","17company",0.0,"3e89603a88"
"plan269","Quality Management - 116","2018-09-22","2010-01-20","16company",0.0,"6963e611ae"
"plan268","Dispatch - 8","2011-04-26","2001-01-25","8company",183102.0,"d97076bc1b"
"plan267","Legal - 4","2012-07-15","2010-06-08","4company",224332.0,"f38588e200"
"plan265","Customer Service - 116","2019-11-24","2019-01-19","16company",258914.0,"c690e30f42"
"plan264","Marketing - 114","2009-07-19","2009-07-13","14company",174572.0,"b0fae54a1a"
"plan262","Research & Development - 1","2020-07-19","2014-02-19","1company",107678.0,"b3fe8d9ea0"
"plan261","Research & Development - 5","2014-10-27","2014-10-19","5company",197600.0,"a7c52dc46b"
"plan260","Purchase - 112","2004-10-28","2003-09-24","12company",140202.0,"7c337a7976"
"plan259","Management - 1","2015-08-27","2014-05-15","1company",114410.0,"026b5204c8"
"plan258","Legal - 9","2017-11-28","2006-09-03","9company",211822.0,"ba67e8ef7b"
"plan257","Management - 115","2012-08-07","2011-04-05","15company",210710.0,"b1d5596cd9"
"plan256","Purchase - 113","2021-07-24","2021-02-11","13company",230588.0,"a7d51c62a8"
"plan255","Marketing - 114","2018-10-27","2018-05-23","14company",119018.0,"c0e4314df1"
"plan254","Dispatch - 4","2014-10-20","2013-10-02","4company",254168.0,"5cc9878c50"
"plan253","Legal - 2","2014-09-18","2014-06-12","2company",146204.0,"120c81884d"
"plan252","Research & Development - 9","2020-11-25","2018-10-23","9company",285468.0,"ca037b63c0"
"plan251","Human Resources - 6","2017-08-15","2017-08-13","6company",151748.0,"5feedeed79"
"plan250","Operations - 9","2020-11-14","2020-10-09","9company",127554.0,"97831b2ffe"
"plan249","Quality Management - 114","2015-11-25","2009-09-25","14company",297522.0,"db676093e8"
"plan248","Customer Service - 3","2020-10-24","2020-10-10","3company",221816.0,"02069bdeda"
"plan247","Research & Development - 110","2008-06-22","2006-02-08","10company",174492.0,"479b08b42a"
