"ID","ID (Staffing Plan Detail)","Designation (Staffing Plan Detail)","Estimated Cost Per Position (Staffing Plan Detail)","Vacancies (Staffing Plan Detail)","Total Estimated Cost (Staffing Plan Detail)","Current Openings (Staffing Plan Detail)","Current Count (Staffing Plan Detail)","Number Of Positions (Staffing Plan Detail)"
"plan1334","de29f574ce","Associate",83374.0,5,416870.0,0,0,5
"plan1333","03b9d1fca0","Project Manager",146065.0,11,1606715.0,0,0,11
"plan1330","600f0cecb7","Business Development Manager",80933.0,11,890263.0,0,0,11
"plan1329","14a36e5e4c","Engineer",124767.0,10,1247670.0,0,0,10
"plan1328","64f303d608","Associate",82202.0,9,739818.0,0,0,9
"plan1327","bda8a965fd","Accountant",54765.0,0,0.0,0,0,0
"plan1325","c588d5efb2","Accountant",139887.0,0,0.0,0,0,0
"plan1324","46baea080a","Analyst",128448.0,0,0.0,0,0,0
"plan1322","105fcc539d","Business Development Manager",52272.0,0,0.0,0,0,0
"plan1320","fa45776abd","Associate",146546.0,0,0.0,0,0,0
"plan1318","3384d74889","Project Manager",131454.0,4,525816.0,0,0,4
"plan1317","e8cdf1c1e2","Project Manager",99546.0,0,0.0,0,0,0
"plan1315","b3d3019669","Associate",72399.0,7,506793.0,0,0,7
"plan1314","98b4253af8","Researcher",83760.0,8,670080.0,0,0,8
"plan1312","a5ccdec06e","Associate",96215.0,9,865935.0,0,0,9
"plan1311","38fabd4116","Researcher",95932.0,0,0.0,0,0,0
"plan1310","bd2b984e84","Head of Marketing and Sales",131452.0,0,0.0,0,0,0
"plan1308","d9c28a1f24","Researcher",58355.0,7,408485.0,0,0,7
"plan1307","eb62ed2206","Secretary",148229.0,9,1334061.0,0,0,9
"plan1306","4639b8f678","Engineer",144157.0,4,576628.0,0,0,4
"plan1305","c1fa48b8f4","Project Manager",110139.0,5,550695.0,0,0,5
"plan1304","d508ecb70e","Administrative Officer",50744.0,0,0.0,0,0,0
"plan1303","c029d34a4c","Software Developer",58497.0,8,467976.0,0,0,8
"plan1301","121358c744","Head of Marketing and Sales",120692.0,4,482768.0,0,0,4
"plan1300","fc37723f06","Software Developer",88695.0,9,798255.0,0,0,9
"plan1299","7b4b88ceec","HR Manager",128996.0,0,0.0,0,0,0
"plan1298","af393283d1","Associate",77188.0,0,0.0,0,0,0
"plan1297","4e417b138e","Software Developer",79117.0,10,791170.0,0,0,10
"plan1295","8bd97c9dcc","Engineer",89505.0,3,268515.0,0,0,3
"plan1294","cede846ebd","Researcher",100025.0,2,200050.0,0,0,2
"plan1293","fdc54b8984","HR Manager",138242.0,6,829452.0,0,0,6
"plan1291","a0f760e86f","Designer",68039.0,2,136078.0,0,0,2
"plan1289","87279535d7","Accountant",140626.0,11,1546886.0,0,0,11
"plan1288","fc81af569f","Secretary",122583.0,7,858081.0,0,0,7
"plan1284","662d47104b","Head of Marketing and Sales",77309.0,3,231927.0,0,0,3
"plan1283","0396c34b1b","Administrative Officer",105754.0,0,0.0,0,0,0
"plan1282","bb96d7a791","Software Developer",137753.0,4,551012.0,0,0,4
"plan1280","836bfa118a","Analyst",62960.0,11,692560.0,0,0,11
"plan1279","faadd4d83d","HR Manager",89117.0,9,802053.0,0,0,9
"plan1278","f33514134c","Analyst",94670.0,5,473350.0,0,0,5
"plan1277","06504323ae","Administrative Officer",96891.0,0,0.0,0,0,0
"plan1276","7d93b8d87c","Accountant",102477.0,0,0.0,0,0,0
"plan1275","7de42e4457","Project Manager",83602.0,4,334408.0,0,0,4
"plan1270","0e7ac38dd7","Engineer",60531.0,8,484248.0,0,0,8
"plan1268","05e0d16aec","Secretary",79375.0,9,714375.0,0,0,9
"plan1267","4bb909e5dc","Designer",134319.0,3,402957.0,0,0,3
"plan1265","0b156bca1a","Designer",67148.0,0,0.0,0,0,0
"plan1264","093935ef44","Associate",129788.0,4,519152.0,0,0,4
"plan1263","cb09a3ee16","Administrative Officer",137608.0,0,0.0,0,0,0
"plan1262","6fbd57d6d6","Administrative Officer",71684.0,6,430104.0,0,0,6
"plan1261","c60d27dc11","Software Developer",69656.0,0,0.0,0,0,0
"plan1260","e19d734fff","Secretary",131508.0,7,920556.0,0,0,7
"plan1257","41b5ea7710","Analyst",117821.0,9,1060389.0,0,0,9
"plan1256","3f15b4bbe0","Head of Marketing and Sales",77279.0,4,309116.0,0,0,4
"plan1255","20d092f72d","Head of Marketing and Sales",108519.0,4,434076.0,0,0,4
"plan1254","fd50ea2ebd","Software Developer",84345.0,7,590415.0,0,0,7
"plan1253","7fe3668e8d","Designer",63043.0,10,630430.0,0,0,10
"plan1250","8399bd7d13","Head of Marketing and Sales",140699.0,4,562796.0,0,0,4
"plan1249","ab6216043e","Engineer",132923.0,5,664615.0,0,0,5
"plan1248","810b2df7d2","Secretary",73187.0,7,512309.0,0,0,7
"plan1247","c865ebf154","Business Development Manager",81311.0,5,406555.0,0,0,5
"plan1246","661a09825c","HR Manager",131806.0,4,527224.0,0,0,4
"plan1245","5ecb5a5628","Head of Marketing and Sales",149215.0,3,447645.0,0,0,3
"plan1244","261d3082d8","Project Manager",82664.0,0,0.0,0,0,0
"plan1243","e622205888","Researcher",115185.0,11,1267035.0,0,0,11
"plan1241","ebc2c981fe","Researcher",55963.0,0,0.0,0,0,0
"plan1240","2563fa7ce9","Administrative Officer",146077.0,0,0.0,0,0,0
"plan1238","5766dd847a","Administrative Officer",144998.0,5,724990.0,0,0,5
"plan1237","5ea6df8685","Accountant",62857.0,5,314285.0,0,0,5
"plan1236","b9bed05b4b","Project Manager",115271.0,7,806897.0,0,0,7
"plan1235","ae9587d407","Engineer",105409.0,0,0.0,0,0,0
"plan1234","ec6dc64165","Head of Marketing and Sales",105890.0,0,0.0,0,0,0
"plan1233","6e93028d81","Secretary",87604.0,0,0.0,0,0,0
"plan1232","2f9861dd9e","Accountant",128445.0,7,899115.0,0,0,7
"plan1231","dfd2e4ba9d","Engineer",92225.0,11,1014475.0,0,0,11
"plan1230","0534f06406","Analyst",146829.0,8,1174632.0,0,0,8
"plan1229","0e56ce965a","Head of Marketing and Sales",108043.0,8,864344.0,0,0,8
"plan1228","f6efca33ba","Accountant",59382.0,0,0.0,0,0,0
"plan1227","302b200695","Associate",144711.0,6,868266.0,0,0,6
"plan1226","988d3eab90","Head of Marketing and Sales",73563.0,6,441378.0,0,0,6
"plan1224","3cd858e306","HR Manager",112589.0,11,1238479.0,0,0,11
"plan1223","9851e052a4","Engineer",64577.0,6,387462.0,0,0,6
"plan1222","bba3e4b4d0","Researcher",89713.0,7,627991.0,0,0,7
"plan1221","423f2fb4ca","Secretary",68563.0,9,617067.0,0,0,9
"plan1220","ce2b35038b","Project Manager",106241.0,0,0.0,0,0,0
"plan1218","111f764fa0","Secretary",86236.0,9,776124.0,0,0,9
"plan1217","6fca712117","Analyst",138846.0,2,277692.0,0,0,2
"plan1216","0f1f4bf60d","Analyst",108177.0,0,0.0,0,0,0
"plan1215","975cd2eedb","Project Manager",61469.0,0,0.0,0,0,0
"plan1214","84d7e446db","Business Development Manager",95597.0,9,860373.0,0,0,9
"plan1213","c4e1740d09","Software Developer",146177.0,9,1315593.0,0,0,9
"plan1212","b1c00d22ea","Researcher",148553.0,11,1634083.0,0,0,11
"plan1211","2247eee4e4","HR Manager",147636.0,0,0.0,0,0,0
"plan1210","af7b9e9d30","Administrative Officer",109633.0,5,548165.0,0,0,5
"plan1208","d48fc4358b","Head of Marketing and Sales",140518.0,7,983626.0,0,0,7
"plan1207","cfe558ee36","Associate",82730.0,2,165460.0,0,0,2
"plan1206","087d19977d","Designer",74301.0,7,520107.0,0,0,7
"plan1205","84ecde31b8","Researcher",89944.0,5,449720.0,0,0,5
"plan1204","a5a050f9fa","Designer",98067.0,0,0.0,0,0,0
"plan1203","f5ebe2dc67","Administrative Officer",106347.0,0,0.0,0,0,0
"plan1202","d7e280e996","HR Manager",120668.0,8,965344.0,0,0,8
"plan1201","28c2d56cde","Associate",145653.0,0,0.0,0,0,0
"plan1200","243c1d9a01","Analyst",125597.0,6,753582.0,0,0,6
"plan1198","2e7485ee15","Project Manager",142799.0,3,428397.0,0,0,3
"plan1197","f386510411","Project Manager",68225.0,0,0.0,0,0,0
"plan1195","65f1da4ff9","Secretary",51586.0,0,0.0,0,0,0
"plan1194","5cd7bfd095","Project Manager",106369.0,8,850952.0,0,0,8
"plan1192","f721313119","Designer",103242.0,0,0.0,0,0,0
"plan1191","eed320a85c","Analyst",125760.0,0,0.0,0,0,0
"plan1190","8db0fd227d","Associate",108930.0,0,0.0,0,0,0
"plan1189","0a89da9205","Software Developer",139109.0,0,0.0,0,0,0
"plan1188","635c4556e2","Secretary",101341.0,0,0.0,0,0,0
"plan1187","647775796a","Accountant",81335.0,10,813350.0,0,0,10
"plan1186","f9e868e19d","Project Manager",138899.0,0,0.0,0,0,0
"plan1185","90d52db2ea","Project Manager",84405.0,0,0.0,0,0,0
"plan1184","69312faf28","Secretary",108582.0,10,1085820.0,0,0,10
"plan1183","3331ac60ee","Accountant",125966.0,0,0.0,0,0,0
"plan1182","acf6c7df9e","Business Development Manager",124146.0,0,0.0,0,0,0
"plan1181","bedf242815","Software Developer",91414.0,7,639898.0,0,0,7
"plan1180","0626c4016c","Head of Marketing and Sales",105581.0,0,0.0,0,0,0
"plan1179","e4067a20cb","HR Manager",53111.0,0,0.0,0,0,0
"plan1178","0b311417f9","HR Manager",59191.0,0,0.0,0,0,0
"plan1177","2fd5c4a94a","Secretary",59925.0,9,539325.0,0,0,9
"plan1176","625b647ae8","Secretary",72160.0,2,144320.0,0,0,2
"plan1175","e7b9c7d427","Secretary",70483.0,2,140966.0,0,0,2
"plan1174","52099a7937","Business Development Manager",114591.0,7,802137.0,0,0,7
"plan1173","50d0c207c9","Head of Marketing and Sales",99450.0,2,198900.0,0,0,2
"plan1172","9a785fdb60","Project Manager",58302.0,0,0.0,0,0,0
"plan1171","22efb3212b","Analyst",85495.0,9,769455.0,0,0,9
"plan1170","08beea2006","Engineer",126725.0,11,1393975.0,0,0,11
"plan1169","446ca29178","Designer",51403.0,7,359821.0,0,0,7
"plan1167","cfe1977313","Engineer",113113.0,11,1244243.0,0,0,11
"plan1166","1a3f5c83ae","Project Manager",54034.0,0,0.0,0,0,0
"plan1165","39a1a639a1","Software Developer",143940.0,7,1007580.0,0,0,7
"plan1164","c58a70bdd5","Analyst",66483.0,0,0.0,0,0,0
"plan1163","f5b05b9551","Accountant",51795.0,0,0.0,0,0,0
"plan1162","bd409d857c","Engineer",77494.0,2,154988.0,0,0,2
"plan1161","1492575e98","HR Manager",148710.0,0,0.0,0,0,0
"plan1160","4b858aa718","Designer",147183.0,0,0.0,0,0,0
"plan1159","9cc6e10660","Researcher",116341.0,4,465364.0,0,0,4
"plan1158","851471d660","Accountant",99827.0,5,499135.0,0,0,5
"plan1157","349cc015d3","Software Developer",98472.0,0,0.0,0,0,0
"plan1156","916be79d4e","Accountant",92758.0,0,0.0,0,0,0
"plan1155","784efa56e0","HR Manager",84670.0,8,677360.0,0,0,8
"plan1154","42db7d2c61","Administrative Officer",93968.0,8,751744.0,0,0,8
"plan1153","4676540915","Project Manager",92738.0,5,463690.0,0,0,5
"plan1152","16e009b8e1","Administrative Officer",118769.0,10,1187690.0,0,0,10
"plan1151","d5ac981be9","Software Developer",87652.0,0,0.0,0,0,0
"plan1150","ebd3491a35","Project Manager",98431.0,6,590586.0,0,0,6
"plan1149","326d9d2a4f","Head of Marketing and Sales",64407.0,11,708477.0,0,0,11
"plan1147","5c4d686f4b","Engineer",60273.0,5,301365.0,0,0,5
"plan1146","3254139f41","Head of Marketing and Sales",93531.0,0,0.0,0,0,0
"plan1145","ede2a8f483","Project Manager",96875.0,4,387500.0,0,0,4
"plan1144","ac99e9d9e7","Project Manager",143796.0,0,0.0,0,0,0
"plan1143","dfed66ee7c","Secretary",118171.0,0,0.0,0,0,0
"plan1142","fc4dda9c91","Engineer",137528.0,0,0.0,0,0,0
"plan1141","58885766d1","Administrative Officer",144494.0,0,0.0,0,0,0
"plan1139","c9b5433822","Analyst",102648.0,0,0.0,0,0,0
"plan1138","e37ee175f5","HR Manager",63892.0,0,0.0,0,0,0
"plan1137","005269c079","Business Development Manager",139337.0,9,1254033.0,0,0,9
"plan1136","cbe2642ace","Associate",87446.0,8,699568.0,0,0,8
"plan1135","f2c067a180","Software Developer",82938.0,0,0.0,0,0,0
"plan1134","89ca56e5c9","Project Manager",140171.0,6,841026.0,0,0,6
"plan1133","c0454acf93","Designer",89515.0,8,716120.0,0,0,8
"plan1132","70b367a637","Software Developer",89153.0,0,0.0,0,0,0
"plan1130","ffe1e7931a","Administrative Officer",122248.0,0,0.0,0,0,0
"plan1129","494664c6de","Researcher",97745.0,6,586470.0,0,0,6
"plan1128","71b1b761f0","Designer",133264.0,0,0.0,0,0,0
"plan1127","9482134462","Researcher",137865.0,0,0.0,0,0,0
"plan1126","c3b9523e83","HR Manager",93833.0,9,844497.0,0,0,9
"plan1125","833ac46f39","Researcher",147658.0,0,0.0,0,0,0
"plan1124","8ef09f388c","Head of Marketing and Sales",146086.0,0,0.0,0,0,0
"plan1122","a9afe5ecfe","Analyst",80673.0,0,0.0,0,0,0
"plan1121","cb974f7ea2","Business Development Manager",78086.0,7,546602.0,0,0,7
"plan1120","261b2c5514","Researcher",122111.0,0,0.0,0,0,0
"plan1119","1173439295","Business Development Manager",125495.0,0,0.0,0,0,0
"plan1118","dfdc2d10fc","Designer",142143.0,0,0.0,0,0,0
"plan1117","afce91103c","Head of Marketing and Sales",85790.0,0,0.0,0,0,0
"plan1116","1a57d5d48a","Project Manager",107581.0,0,0.0,0,0,0
"plan1115","9fbf75f509","Business Development Manager",131435.0,6,788610.0,0,0,6
"plan1114","cc945381cc","HR Manager",63680.0,0,0.0,0,0,0
"plan1113","b9f95ccff5","Accountant",113085.0,4,452340.0,0,0,4
"plan1112","5462ff86f6","Designer",57179.0,0,0.0,0,0,0
"plan1111","d509acf348","Researcher",145459.0,0,0.0,0,0,0
"plan1110","21fcedf325","Administrative Officer",105485.0,7,738395.0,0,0,7
"plan1109","5c7c4e54be","Researcher",105841.0,0,0.0,0,0,0
"plan1108","25e84da031","Analyst",78495.0,0,0.0,0,0,0
"plan1107","328e0dd23a","Secretary",130751.0,0,0.0,0,0,0
"plan1106","b6623b8426","Designer",65561.0,0,0.0,0,0,0
"plan1105","0f41a7ea3d","Researcher",58831.0,0,0.0,0,0,0
"plan1104","3004494ceb","Administrative Officer",149638.0,0,0.0,0,0,0
"plan1103","b194915924","Project Manager",100331.0,0,0.0,0,0,0
"plan1102","fb07b1c2c1","Accountant",124607.0,0,0.0,0,0,0
"plan1101","94719f9524","Software Developer",98304.0,0,0.0,0,0,0
"plan1099","8e9808fa67","Business Development Manager",83716.0,7,586012.0,0,0,7
"plan1098","2f24550477","Secretary",115197.0,0,0.0,0,0,0
"plan1097","b5e51bc882","HR Manager",99304.0,8,794432.0,0,0,8
"plan1096","ab28a02c07","Administrative Officer",62099.0,4,248396.0,0,0,4
"plan1095","a9b17dda73","Secretary",67535.0,2,135070.0,0,0,2
"plan1094","7b4188d5c5","Analyst",86783.0,0,0.0,0,0,0
"plan1093","48521134fe","Analyst",54304.0,7,380128.0,0,0,7
"plan1092","4fe4d4983e","Software Developer",80466.0,0,0.0,0,0,0
"plan1091","cb40490a6a","Administrative Officer",140379.0,0,0.0,0,0,0
"plan1090","2484b84568","Accountant",119939.0,0,0.0,0,0,0
"plan1089","0964fd8837","Secretary",54111.0,0,0.0,0,0,0
"plan1088","ec8921111e","Software Developer",90412.0,0,0.0,0,0,0
"plan1087","c4bd1d86a3","Project Manager",95719.0,0,0.0,0,0,0
"plan1086","0bf8814844","Designer",58051.0,10,580510.0,0,0,10
"plan1085","5b708c9c40","Secretary",95450.0,0,0.0,0,0,0
"plan1084","db710a9936","Administrative Officer",124399.0,0,0.0,0,0,0
"plan1083","c99a4ac2f0","Accountant",93222.0,0,0.0,0,0,0
"plan1082","d4da3e2119","Associate",113707.0,0,0.0,0,0,0
"plan1081","856a50bfe7","Associate",84555.0,4,338220.0,0,0,4
"plan1080","7c23263233","Researcher",70869.0,0,0.0,0,0,0
"plan1079","0cbf799879","Associate",119105.0,0,0.0,0,0,0
"plan1078","93703e8715","Researcher",145354.0,8,1162832.0,0,0,8
"plan1077","3b8fca5f23","Software Developer",133815.0,0,0.0,0,0,0
"plan1076","a5e2706380","Accountant",82963.0,8,663704.0,0,0,8
"plan1075","9aa0356027","Analyst",70186.0,11,772046.0,0,0,11
"plan1074","a8194c362b","Project Manager",96015.0,3,288045.0,0,0,3
"plan1073","d1456531ad","Accountant",104386.0,0,0.0,0,0,0
"plan1072","4432304fc7","Analyst",60493.0,0,0.0,0,0,0
"plan1071","c27055a7ab","Head of Marketing and Sales",104963.0,7,734741.0,0,0,7
"plan1070","df3ce00d73","Researcher",85604.0,2,171208.0,0,0,2
"plan1051","68226021f8","Associate",81254.0,5,406270.0,0,0,5
"plan1058","5c94e302f2","Associate",147029.0,0,0.0,0,0,0
"plan1057","77cf103dd9","Administrative Officer",128063.0,0,0.0,0,0,0
"plan1056","c8dfcca16f","Project Manager",118131.0,0,0.0,0,0,0
"plan1054","02e7a841e7","Head of Marketing and Sales",63042.0,0,0.0,0,0,0
"plan1053","dfee3d3b94","Secretary",76805.0,0,0.0,0,0,0
"plan1052","3f96611c28","Secretary",134180.0,0,0.0,0,0,0
"plan1050","80d246a561","Secretary",94704.0,0,0.0,0,0,0
"plan1049","6deaddf4d3","Secretary",125767.0,2,251534.0,0,0,2
"plan1048","e0f56a1079","Designer",134695.0,2,269390.0,0,0,2
"plan1047","79cc8efbde","Researcher",108455.0,2,216910.0,0,0,2
"plan1045","1d65595083","Administrative Officer",102994.0,0,0.0,0,0,0
"plan1044","9b05b1bb30","Project Manager",113976.0,2,227952.0,0,0,2
"plan1043","82f8852472","Software Developer",107507.0,2,215014.0,0,0,2
"plan1042","6f294dd5b0","Engineer",107336.0,2,214672.0,0,0,2
"plan1041","b7ca28877d","Researcher",66722.0,2,133444.0,0,0,2
"plan1039","9ff32ad973","Researcher",132426.0,2,264852.0,0,0,2
"plan1038","4e30db7a46","Project Manager",78464.0,0,0.0,0,0,0
"plan1037","4ba0d5007e","Designer",51980.0,2,103960.0,0,0,2
"plan1036","99b21fef39","Software Developer",90539.0,2,181078.0,0,0,2
"plan1035","dee6af0a93","Software Developer",102007.0,2,204014.0,0,0,2
"plan1034","f35edb43c5","Project Manager",138617.0,0,0.0,0,0,0
"plan1032","4161356901","Software Developer",102981.0,2,205962.0,0,0,2
"plan1031","12aabfdf7d","Engineer",68413.0,2,136826.0,0,0,2
"plan1030","b33806af38","Accountant",90243.0,2,180486.0,0,0,2
"plan1029","c1086e4217","Business Development Manager",90174.0,2,180348.0,0,0,2
"plan1028","588c6a9f7c","Researcher",67236.0,2,134472.0,0,0,2
"plan1027","9f4906e875","Project Manager",108902.0,0,0.0,0,0,0
"plan1026","5cc0ea346f","Engineer",115996.0,2,231992.0,0,0,2
"plan1025","279fac45e4","Engineer",90825.0,0,0.0,0,0,0
"plan1024","4985f6d204","HR Manager",65280.0,2,130560.0,0,0,2
"plan1023","dd0d327321","Accountant",143714.0,2,287428.0,0,0,2
"plan1022","6275184779","Associate",103857.0,2,207714.0,0,0,2
"plan1021","bfa5c76687","Engineer",84088.0,2,168176.0,0,0,2
"plan1020","d578294ec5","Analyst",132253.0,2,264506.0,0,0,2
"plan1019","962c508367","Software Developer",57592.0,2,115184.0,0,0,2
"plan1018","3c2f51f8a5","Head of Marketing and Sales",78967.0,0,0.0,0,0,0
"plan1017","2850e6ca92","Administrative Officer",120639.0,2,241278.0,0,0,2
"plan1016","637dc6d6b8","Associate",68215.0,0,0.0,0,0,0
"plan1015","4053f374e6","Analyst",109064.0,2,218128.0,0,0,2
"plan1014","acf9e5551c","Researcher",132602.0,2,265204.0,0,0,2
"plan1013","424d95e687","Associate",116401.0,2,232802.0,0,0,2
"plan1012","9c7b41b6c5","Administrative Officer",95659.0,2,191318.0,0,0,2
"plan1011","6d38b3ebfe","Secretary",84539.0,0,0.0,0,0,0
"plan1010","37d43e4fbf","Engineer",53328.0,2,106656.0,0,0,2
"plan1009","77eb8279a9","Accountant",147097.0,2,294194.0,0,0,2
"plan1008","fc2e6502c3","Administrative Officer",144265.0,2,288530.0,0,0,2
"plan1007","e333db674f","Associate",125622.0,2,251244.0,0,0,2
"plan1006","7a567c974b","HR Manager",80758.0,2,161516.0,0,0,2
"plan1005","a54dad99d0","HR Manager",51122.0,2,102244.0,0,0,2
"plan1004","9cac92c005","HR Manager",50431.0,2,100862.0,0,0,2
"plan1003","4dd2439eff","Secretary",53759.0,2,107518.0,0,0,2
"plan1000","b964357071","Researcher",58645.0,2,117290.0,0,0,2
"plan1002","0ed80c34db","Engineer",77555.0,2,155110.0,0,0,2
"plan1001","06bdeaa6ba","Secretary",111858.0,2,223716.0,0,0,2
"plan5","791e458490","Accountant",92129.0,2,184258.0,0,0,2
"plan4","87bb7a03f1","Engineer",112355.0,0,0.0,0,0,0
"plan3","8a25f59fa0","Administrative Officer",117236.0,2,234472.0,0,0,2
"plan2","9e1185cc64","Secretary",143727.0,2,287454.0,0,0,2
"plan1","f8def660a5","Accountant",143232.0,2,286464.0,0,0,2
"plan999","22b317e906","Accountant",92135.0,0,0.0,0,0,0
"plan997","85ac16a2d7","Business Development Manager",137865.0,2,275730.0,0,0,2
"plan996","3796be2192","Business Development Manager",130819.0,2,261638.0,0,0,2
"plan992","f201e5b676","Administrative Officer",98007.0,2,196014.0,0,0,2
"plan991","02579643ef","Accountant",76204.0,2,152408.0,0,0,2
"plan990","e1b2a5c1c8","Secretary",85941.0,2,171882.0,0,0,2
"plan989","7b712e99f1","HR Manager",54981.0,2,109962.0,0,0,2
"plan988","4e2518957b","Designer",137266.0,2,274532.0,0,0,2
"plan986","93df9b9242","Administrative Officer",147415.0,2,294830.0,0,0,2
"plan985","e4096f91c6","Analyst",107936.0,2,215872.0,0,0,2
"plan984","97ec9370dd","Business Development Manager",59350.0,2,118700.0,0,0,2
"plan983","c6e31028e6","Researcher",121788.0,2,243576.0,0,0,2
"plan982","f1c0e56b97","Designer",56357.0,2,112714.0,0,0,2
"plan981","e1cd70b3d6","Accountant",142341.0,0,0.0,0,0,0
"plan980","5014939106","Designer",102221.0,2,204442.0,0,0,2
"plan978","8114e3e325","Business Development Manager",142063.0,2,284126.0,0,0,2
"plan977","a75a4935bb","Head of Marketing and Sales",53053.0,2,106106.0,0,0,2
"plan976","c65b9109b1","Head of Marketing and Sales",107346.0,2,214692.0,0,0,2
"plan975","602589d533","Head of Marketing and Sales",96811.0,2,193622.0,0,0,2
"plan974","df353231cf","Head of Marketing and Sales",117354.0,2,234708.0,0,0,2
"plan972","9e02854766","HR Manager",107051.0,2,214102.0,0,0,2
"plan971","254cc6b777","Project Manager",63421.0,2,126842.0,0,0,2
"plan970","8be24dc90d","Designer",146546.0,2,293092.0,0,0,2
"plan969","dd7473aef4","Software Developer",52230.0,2,104460.0,0,0,2
"plan968","cf2e55f578","Head of Marketing and Sales",115931.0,2,231862.0,0,0,2
"plan967","9f5d673944","Designer",71348.0,2,142696.0,0,0,2
"plan966","7f544e6b2b","Accountant",70697.0,2,141394.0,0,0,2
"plan965","0f5e760e23","HR Manager",65480.0,0,0.0,0,0,0
"plan964","079afc5354","Business Development Manager",86349.0,2,172698.0,0,0,2
"plan963","c4cfdedc27","Administrative Officer",62906.0,2,125812.0,0,0,2
"plan961","702ed5895a","Head of Marketing and Sales",146471.0,2,292942.0,0,0,2
"plan960","a1bb782b4a","Secretary",122060.0,2,244120.0,0,0,2
"plan959","76615392a8","Designer",107121.0,2,214242.0,0,0,2
"plan958","1b7ad24356","Software Developer",108747.0,2,217494.0,0,0,2
"plan956","c10cada1d0","Head of Marketing and Sales",117707.0,2,235414.0,0,0,2
