"ID","ID (Staffing Plan Detail)","Vacancies (Staffing Plan Detail)","Total Estimated Cost (Staffing Plan Detail)","Designation (Staffing Plan Detail)","Estimated Cost Per Position (Staffing Plan Detail)","Current Count (Staffing Plan Detail)","Number Of Positions (Staffing Plan Detail)","Current Openings (Staffing Plan Detail)"
"plan1121","cb974f7ea2",7,546602.0,"Business Development Manager",78086.0,0,7,0
"plan1120","261b2c5514",0,0.0,"Researcher",122111.0,0,0,0
"plan1119","1173439295",0,0.0,"Business Development Manager",125495.0,0,0,0
"plan1118","dfdc2d10fc",0,0.0,"Designer",142143.0,0,0,0
"plan1117","afce91103c",0,0.0,"Head of Marketing and Sales",85790.0,0,0,0
"plan1116","1a57d5d48a",0,0.0,"Project Manager",107581.0,0,0,0
"plan1115","9fbf75f509",6,788610.0,"Business Development Manager",131435.0,0,6,0
"plan1114","cc945381cc",0,0.0,"HR Manager",63680.0,0,0,0
"plan1113","b9f95ccff5",4,452340.0,"Accountant",113085.0,0,4,0
"plan1112","5462ff86f6",0,0.0,"Designer",57179.0,0,0,0
"plan1111","d509acf348",0,0.0,"Researcher",145459.0,0,0,0
"plan1110","21fcedf325",7,738395.0,"Administrative Officer",105485.0,0,7,0
"plan1109","5c7c4e54be",0,0.0,"Researcher",105841.0,0,0,0
"plan1108","25e84da031",0,0.0,"Analyst",78495.0,0,0,0
"plan1107","328e0dd23a",0,0.0,"Secretary",130751.0,0,0,0
"plan1106","b6623b8426",0,0.0,"Designer",65561.0,0,0,0
"plan1105","0f41a7ea3d",0,0.0,"Researcher",58831.0,0,0,0
"plan1104","3004494ceb",0,0.0,"Administrative Officer",149638.0,0,0,0
"plan1103","b194915924",0,0.0,"Project Manager",100331.0,0,0,0
"plan1102","fb07b1c2c1",0,0.0,"Accountant",124607.0,0,0,0
"plan1101","94719f9524",0,0.0,"Software Developer",98304.0,0,0,0
"plan1099","8e9808fa67",7,586012.0,"Business Development Manager",83716.0,0,7,0
"plan1098","2f24550477",0,0.0,"Secretary",115197.0,0,0,0
"plan1097","b5e51bc882",8,794432.0,"HR Manager",99304.0,0,8,0
"plan1096","ab28a02c07",4,248396.0,"Administrative Officer",62099.0,0,4,0
"plan1095","a9b17dda73",2,135070.0,"Secretary",67535.0,0,2,0
"plan1094","7b4188d5c5",0,0.0,"Analyst",86783.0,0,0,0
"plan1093","48521134fe",7,380128.0,"Analyst",54304.0,0,7,0
"plan1092","4fe4d4983e",0,0.0,"Software Developer",80466.0,0,0,0
"plan1091","cb40490a6a",0,0.0,"Administrative Officer",140379.0,0,0,0
"plan1090","2484b84568",0,0.0,"Accountant",119939.0,0,0,0
"plan1089","0964fd8837",0,0.0,"Secretary",54111.0,0,0,0
"plan1088","ec8921111e",0,0.0,"Software Developer",90412.0,0,0,0
"plan1087","c4bd1d86a3",0,0.0,"Project Manager",95719.0,0,0,0
"plan1086","0bf8814844",10,580510.0,"Designer",58051.0,0,10,0
"plan1085","5b708c9c40",0,0.0,"Secretary",95450.0,0,0,0
"plan1084","db710a9936",0,0.0,"Administrative Officer",124399.0,0,0,0
"plan1083","c99a4ac2f0",0,0.0,"Accountant",93222.0,0,0,0
"plan1082","d4da3e2119",0,0.0,"Associate",113707.0,0,0,0
"plan1081","856a50bfe7",4,338220.0,"Associate",84555.0,0,4,0
"plan1080","7c23263233",0,0.0,"Researcher",70869.0,0,0,0
"plan1079","0cbf799879",0,0.0,"Associate",119105.0,0,0,0
"plan1078","93703e8715",8,1162832.0,"Researcher",145354.0,0,8,0
"plan1077","3b8fca5f23",0,0.0,"Software Developer",133815.0,0,0,0
"plan1076","a5e2706380",8,663704.0,"Accountant",82963.0,0,8,0
"plan1075","9aa0356027",11,772046.0,"Analyst",70186.0,0,11,0
"plan1074","a8194c362b",3,288045.0,"Project Manager",96015.0,0,3,0
"plan1073","d1456531ad",0,0.0,"Accountant",104386.0,0,0,0
"plan1072","4432304fc7",0,0.0,"Analyst",60493.0,0,0,0
"plan1071","c27055a7ab",7,734741.0,"Head of Marketing and Sales",104963.0,0,7,0
"plan1070","df3ce00d73",2,171208.0,"Researcher",85604.0,0,2,0
"plan1051","68226021f8",5,406270.0,"Associate",81254.0,0,5,0
"plan1058","5c94e302f2",0,0.0,"Associate",147029.0,0,0,0
"plan1057","77cf103dd9",0,0.0,"Administrative Officer",128063.0,0,0,0
"plan1056","c8dfcca16f",0,0.0,"Project Manager",118131.0,0,0,0
"plan1054","02e7a841e7",0,0.0,"Head of Marketing and Sales",63042.0,0,0,0
"plan1053","dfee3d3b94",0,0.0,"Secretary",76805.0,0,0,0
"plan1052","3f96611c28",0,0.0,"Secretary",134180.0,0,0,0
"plan1050","80d246a561",0,0.0,"Secretary",94704.0,0,0,0
"plan1049","6deaddf4d3",2,251534.0,"Secretary",125767.0,0,2,0
"plan1048","e0f56a1079",2,269390.0,"Designer",134695.0,0,2,0
"plan1047","79cc8efbde",2,216910.0,"Researcher",108455.0,0,2,0
"plan1045","1d65595083",0,0.0,"Administrative Officer",102994.0,0,0,0
"plan1044","9b05b1bb30",2,227952.0,"Project Manager",113976.0,0,2,0
"plan1043","82f8852472",2,215014.0,"Software Developer",107507.0,0,2,0
"plan1042","6f294dd5b0",2,214672.0,"Engineer",107336.0,0,2,0
"plan1041","b7ca28877d",2,133444.0,"Researcher",66722.0,0,2,0
"plan1039","9ff32ad973",2,264852.0,"Researcher",132426.0,0,2,0
"plan1038","4e30db7a46",0,0.0,"Project Manager",78464.0,0,0,0
"plan1037","4ba0d5007e",2,103960.0,"Designer",51980.0,0,2,0
"plan1036","99b21fef39",2,181078.0,"Software Developer",90539.0,0,2,0
"plan1035","dee6af0a93",2,204014.0,"Software Developer",102007.0,0,2,0
"plan1034","f35edb43c5",0,0.0,"Project Manager",138617.0,0,0,0
"plan1032","4161356901",2,205962.0,"Software Developer",102981.0,0,2,0
"plan1031","12aabfdf7d",2,136826.0,"Engineer",68413.0,0,2,0
"plan1030","b33806af38",2,180486.0,"Accountant",90243.0,0,2,0
"plan1029","c1086e4217",2,180348.0,"Business Development Manager",90174.0,0,2,0
"plan1028","588c6a9f7c",2,134472.0,"Researcher",67236.0,0,2,0
"plan1027","9f4906e875",0,0.0,"Project Manager",108902.0,0,0,0
"plan1026","5cc0ea346f",2,231992.0,"Engineer",115996.0,0,2,0
"plan1025","279fac45e4",0,0.0,"Engineer",90825.0,0,0,0
"plan1024","4985f6d204",2,130560.0,"HR Manager",65280.0,0,2,0
"plan1023","dd0d327321",2,287428.0,"Accountant",143714.0,0,2,0
"plan1022","6275184779",2,207714.0,"Associate",103857.0,0,2,0
"plan1021","bfa5c76687",2,168176.0,"Engineer",84088.0,0,2,0
"plan1020","d578294ec5",2,264506.0,"Analyst",132253.0,0,2,0
"plan1019","962c508367",2,115184.0,"Software Developer",57592.0,0,2,0
"plan1018","3c2f51f8a5",0,0.0,"Head of Marketing and Sales",78967.0,0,0,0
"plan1017","2850e6ca92",2,241278.0,"Administrative Officer",120639.0,0,2,0
"plan1016","637dc6d6b8",0,0.0,"Associate",68215.0,0,0,0
"plan1015","4053f374e6",2,218128.0,"Analyst",109064.0,0,2,0
"plan1014","acf9e5551c",2,265204.0,"Researcher",132602.0,0,2,0
"plan1013","424d95e687",2,232802.0,"Associate",116401.0,0,2,0
"plan1012","9c7b41b6c5",2,191318.0,"Administrative Officer",95659.0,0,2,0
"plan1011","6d38b3ebfe",0,0.0,"Secretary",84539.0,0,0,0
"plan1010","37d43e4fbf",2,106656.0,"Engineer",53328.0,0,2,0
"plan1009","77eb8279a9",2,294194.0,"Accountant",147097.0,0,2,0
"plan1008","fc2e6502c3",2,288530.0,"Administrative Officer",144265.0,0,2,0
"plan1007","e333db674f",2,251244.0,"Associate",125622.0,0,2,0
"plan1006","7a567c974b",2,161516.0,"HR Manager",80758.0,0,2,0
"plan1005","a54dad99d0",2,102244.0,"HR Manager",51122.0,0,2,0
"plan1004","9cac92c005",2,100862.0,"HR Manager",50431.0,0,2,0
"plan1003","4dd2439eff",2,107518.0,"Secretary",53759.0,0,2,0
"plan1000","b964357071",2,117290.0,"Researcher",58645.0,0,2,0
"plan1002","0ed80c34db",2,155110.0,"Engineer",77555.0,0,2,0
"plan1001","06bdeaa6ba",2,223716.0,"Secretary",111858.0,0,2,0
"plan5","791e458490",2,184258.0,"Accountant",92129.0,0,2,0
"plan4","87bb7a03f1",0,0.0,"Engineer",112355.0,0,0,0
"plan3","8a25f59fa0",2,234472.0,"Administrative Officer",117236.0,0,2,0
"plan2","9e1185cc64",2,287454.0,"Secretary",143727.0,0,2,0
"plan1","f8def660a5",2,286464.0,"Accountant",143232.0,0,2,0
"plan999","22b317e906",0,0.0,"Accountant",92135.0,0,0,0
"plan997","85ac16a2d7",2,275730.0,"Business Development Manager",137865.0,0,2,0
"plan996","3796be2192",2,261638.0,"Business Development Manager",130819.0,0,2,0
"plan992","f201e5b676",2,196014.0,"Administrative Officer",98007.0,0,2,0
"plan991","02579643ef",2,152408.0,"Accountant",76204.0,0,2,0
"plan990","e1b2a5c1c8",2,171882.0,"Secretary",85941.0,0,2,0
"plan989","7b712e99f1",2,109962.0,"HR Manager",54981.0,0,2,0
"plan988","4e2518957b",2,274532.0,"Designer",137266.0,0,2,0
"plan986","93df9b9242",2,294830.0,"Administrative Officer",147415.0,0,2,0
"plan985","e4096f91c6",2,215872.0,"Analyst",107936.0,0,2,0
"plan984","97ec9370dd",2,118700.0,"Business Development Manager",59350.0,0,2,0
"plan983","c6e31028e6",2,243576.0,"Researcher",121788.0,0,2,0
"plan982","f1c0e56b97",2,112714.0,"Designer",56357.0,0,2,0
"plan981","e1cd70b3d6",0,0.0,"Accountant",142341.0,0,0,0
"plan980","5014939106",2,204442.0,"Designer",102221.0,0,2,0
"plan978","8114e3e325",2,284126.0,"Business Development Manager",142063.0,0,2,0
"plan977","a75a4935bb",2,106106.0,"Head of Marketing and Sales",53053.0,0,2,0
"plan976","c65b9109b1",2,214692.0,"Head of Marketing and Sales",107346.0,0,2,0
"plan975","602589d533",2,193622.0,"Head of Marketing and Sales",96811.0,0,2,0
"plan974","df353231cf",2,234708.0,"Head of Marketing and Sales",117354.0,0,2,0
"plan972","9e02854766",2,214102.0,"HR Manager",107051.0,0,2,0
"plan971","254cc6b777",2,126842.0,"Project Manager",63421.0,0,2,0
"plan970","8be24dc90d",2,293092.0,"Designer",146546.0,0,2,0
"plan969","dd7473aef4",2,104460.0,"Software Developer",52230.0,0,2,0
"plan968","cf2e55f578",2,231862.0,"Head of Marketing and Sales",115931.0,0,2,0
"plan967","9f5d673944",2,142696.0,"Designer",71348.0,0,2,0
"plan966","7f544e6b2b",2,141394.0,"Accountant",70697.0,0,2,0
"plan965","0f5e760e23",0,0.0,"HR Manager",65480.0,0,0,0
"plan964","079afc5354",2,172698.0,"Business Development Manager",86349.0,0,2,0
"plan963","c4cfdedc27",2,125812.0,"Administrative Officer",62906.0,0,2,0
"plan961","702ed5895a",2,292942.0,"Head of Marketing and Sales",146471.0,0,2,0
"plan960","a1bb782b4a",2,244120.0,"Secretary",122060.0,0,2,0
"plan959","76615392a8",2,214242.0,"Designer",107121.0,0,2,0
"plan958","1b7ad24356",2,217494.0,"Software Developer",108747.0,0,2,0
"plan956","c10cada1d0",2,235414.0,"Head of Marketing and Sales",117707.0,0,2,0
"plan955","ed818a70de",2,282108.0,"Secretary",141054.0,0,2,0
"plan954","61a7dfaa3c",2,108484.0,"Accountant",54242.0,0,2,0
"plan953","b38f50974e",2,220984.0,"Administrative Officer",110492.0,0,2,0
"plan952","848f7531e5",2,208078.0,"Software Developer",104039.0,0,2,0
"plan951","4decbd66e4",0,0.0,"Administrative Officer",57704.0,0,0,0
"plan948","552a065f86",2,149318.0,"Accountant",74659.0,0,2,0
"plan947","c02afcfdd8",2,276462.0,"Software Developer",138231.0,0,2,0
"plan946","13109e1276",2,213444.0,"Business Development Manager",106722.0,0,2,0
"plan945","6e1ee84730",2,273492.0,"Researcher",136746.0,0,2,0
"plan943","e670b7990f",2,206054.0,"Head of Marketing and Sales",103027.0,0,2,0
"plan942","08792eef48",2,246414.0,"Head of Marketing and Sales",123207.0,0,2,0
"plan941","7e71736cc8",2,286914.0,"Secretary",143457.0,0,2,0
"plan940","3a24ab5592",2,123862.0,"Software Developer",61931.0,0,2,0
"plan937","c5899a90f5",2,131406.0,"Associate",65703.0,0,2,0
"plan934","7f089a22d1",2,281506.0,"Administrative Officer",140753.0,0,2,0
"plan933","3ae81569e6",0,0.0,"HR Manager",89606.0,0,0,0
"plan932","6610c835ee",2,138698.0,"Business Development Manager",69349.0,0,2,0
"plan931","d8f979bc64",2,216180.0,"Head of Marketing and Sales",108090.0,0,2,0
"plan930","71408d143a",2,206230.0,"Project Manager",103115.0,0,2,0
"plan929","6abbf586a1",0,0.0,"Researcher",65261.0,0,0,0
"plan928","aca125aff7",0,0.0,"Analyst",62570.0,0,0,0
"plan927","c03e57be0c",2,266364.0,"Associate",133182.0,0,2,0
"plan925","ef4c6abe38",2,160806.0,"Project Manager",80403.0,0,2,0
"plan924","8c71ba7dcf",2,282500.0,"Accountant",141250.0,0,2,0
"plan923","d6906ef4bc",2,108496.0,"Head of Marketing and Sales",54248.0,0,2,0
"plan922","ac67e54a13",2,299396.0,"Engineer",149698.0,0,2,0
"plan921","563011349d",2,173476.0,"Designer",86738.0,0,2,0
"plan920","dc167a3a88",0,0.0,"Project Manager",66313.0,0,0,0
"plan918","2e25d1c838",2,227702.0,"Secretary",113851.0,0,2,0
"plan916","6b82c44e48",0,0.0,"Analyst",102457.0,0,0,0
"plan915","e2dc6b6a1b",2,155254.0,"Secretary",77627.0,0,2,0
"plan914","3ba2ec507a",2,150102.0,"Software Developer",75051.0,0,2,0
"plan913","bef9437980",0,0.0,"Secretary",92358.0,0,0,0
"plan912","5ea3d41c86",0,0.0,"Analyst",96952.0,0,0,0
"plan911","2582eafd1f",2,159930.0,"Project Manager",79965.0,0,2,0
"plan909","e2e239358f",0,0.0,"Associate",94147.0,0,0,0
"plan908","adbd7d58a5",0,0.0,"Business Development Manager",101868.0,0,0,0
"plan907","fca8a32db1",2,275024.0,"Accountant",137512.0,0,2,0
"plan906","69e7e3eaf0",2,144792.0,"Project Manager",72396.0,0,2,0
"plan904","e8f0217c3d",2,278604.0,"Software Developer",139302.0,0,2,0
"plan903","748bb5d80a",2,187694.0,"Business Development Manager",93847.0,0,2,0
"plan901","f135830a8a",2,207990.0,"Accountant",103995.0,0,2,0
"plan900","3c4a924c13",2,234770.0,"Administrative Officer",117385.0,0,2,0
"plan899","c07a4c45ad",2,175276.0,"Administrative Officer",87638.0,0,2,0
"plan898","e99c0e5510",2,299384.0,"Designer",149692.0,0,2,0
"plan897","7090134a93",2,163734.0,"Accountant",81867.0,0,2,0
"plan896","ca86fed00a",2,146990.0,"Business Development Manager",73495.0,0,2,0
"plan895","46a2ddd2f2",2,245420.0,"Business Development Manager",122710.0,0,2,0
"plan894","eb6ad02d79",2,251036.0,"Head of Marketing and Sales",125518.0,0,2,0
"plan892","9e7c11e6ce",2,152654.0,"Secretary",76327.0,0,2,0
"plan891","abb2447a2c",0,0.0,"Researcher",55581.0,0,0,0
"plan890","51d20c85b9",2,101720.0,"Project Manager",50860.0,0,2,0
"plan889","6c9c8b75e9",2,288336.0,"Designer",144168.0,0,2,0
"plan888","ec9e9d144e",0,0.0,"Administrative Officer",138642.0,0,0,0
"plan887","c662f7ad6d",2,247028.0,"Analyst",123514.0,0,2,0
"plan886","d5edeee3cd",0,0.0,"Analyst",93488.0,0,0,0
"plan885","416675e17c",2,194760.0,"Engineer",97380.0,0,2,0
"plan884","5889407870",2,160178.0,"Analyst",80089.0,0,2,0
"plan883","f276778053",2,211422.0,"Designer",105711.0,0,2,0
"plan881","5c59ebe8f3",2,142038.0,"HR Manager",71019.0,0,2,0
"plan879","4d1d024258",2,163416.0,"Accountant",81708.0,0,2,0
"plan878","afb77413bc",2,185004.0,"Project Manager",92502.0,0,2,0
"plan877","566050ee73",2,231352.0,"Project Manager",115676.0,0,2,0
"plan876","dcd971092d",2,204990.0,"Designer",102495.0,0,2,0
"plan875","f8dba3a59f",2,164024.0,"Designer",82012.0,0,2,0
"plan874","fa8a2d09d5",0,0.0,"HR Manager",130857.0,0,0,0
"plan873","f5266c6015",2,268284.0,"Researcher",134142.0,0,2,0
"plan872","7b8e853db1",2,164018.0,"Designer",82009.0,0,2,0
"plan871","1e57583e68",2,244706.0,"Business Development Manager",122353.0,0,2,0
"plan870","6dcdc1f723",2,250646.0,"Business Development Manager",125323.0,0,2,0
"plan869","9ea83ffea1",0,0.0,"Accountant",126223.0,0,0,0
"plan868","b2f132a484",2,147448.0,"HR Manager",73724.0,0,2,0
"plan866","0f2b5ffe12",0,0.0,"Secretary",77228.0,0,0,0
"plan865","a9dee7f429",2,220916.0,"Associate",110458.0,0,2,0
"plan864","8f0de5969b",2,136990.0,"Researcher",68495.0,0,2,0
"plan863","292225bf3f",0,0.0,"Associate",115520.0,0,0,0
"plan862","a01b5a036b",2,268938.0,"Analyst",134469.0,0,2,0
"plan861","bd11644ed5",2,235602.0,"Head of Marketing and Sales",117801.0,0,2,0
"plan860","2fdb6b27ab",0,0.0,"HR Manager",132865.0,0,0,0
"plan859","5d1f10812c",2,191826.0,"Administrative Officer",95913.0,0,2,0
"plan858","7fc2fb7fce",0,0.0,"Analyst",132870.0,0,0,0
"plan857","8ad60be27c",2,149906.0,"Engineer",74953.0,0,2,0
"plan856","e1e008273f",2,195160.0,"Associate",97580.0,0,2,0
"plan855","5d8ff9d30a",2,245624.0,"Engineer",122812.0,0,2,0
"plan854","b588a976e7",2,290134.0,"Project Manager",145067.0,0,2,0
"plan853","3a38a2b501",0,0.0,"Software Developer",148934.0,0,0,0
"plan852","e46a4f8b0d",2,125504.0,"Researcher",62752.0,0,2,0
"plan851","b896112bef",2,125960.0,"Project Manager",62980.0,0,2,0
"plan850","5e48fb49be",2,255716.0,"Engineer",127858.0,0,2,0
"plan849","136ee8ce74",2,116016.0,"Project Manager",58008.0,0,2,0
"plan847","cdfe0fb26a",0,0.0,"Designer",59711.0,0,0,0
"plan846","d7e621c7ab",0,0.0,"Administrative Officer",126093.0,0,0,0
"plan845","ec7c47bb33",2,139758.0,"Project Manager",69879.0,0,2,0
"plan843","97ae928c59",2,283578.0,"Project Manager",141789.0,0,2,0
"plan842","586a4cecb9",2,271640.0,"HR Manager",135820.0,0,2,0
"plan841","9696793162",2,105088.0,"Accountant",52544.0,0,2,0
"plan840","2c9b010ad1",2,259336.0,"Administrative Officer",129668.0,0,2,0
"plan839","d1415f7328",2,116118.0,"Engineer",58059.0,0,2,0
"plan838","3daebe2691",0,0.0,"Analyst",74001.0,0,0,0
"plan837","a4e768a5e4",2,259588.0,"Researcher",129794.0,0,2,0
"plan836","60329ee892",2,178996.0,"Accountant",89498.0,0,2,0
"plan835","2012b25ae5",2,133674.0,"Engineer",66837.0,0,2,0
"plan834","2fe2a26728",2,266196.0,"Researcher",133098.0,0,2,0
"plan833","a3248240b0",2,220714.0,"Administrative Officer",110357.0,0,2,0
"plan832","5e0aca6116",0,0.0,"Administrative Officer",64489.0,0,0,0
"plan831","1a3f1f5eb3",2,210726.0,"Business Development Manager",105363.0,0,2,0
"plan830","24517c02cf",2,200336.0,"Designer",100168.0,0,2,0
"plan829","cdab6ba6cb",0,0.0,"Business Development Manager",127001.0,0,0,0
"plan828","abadf039c7",2,129702.0,"Secretary",64851.0,0,2,0
"plan827","3de259f2c6",2,144366.0,"Administrative Officer",72183.0,0,2,0
"plan826","a9af45a3ae",2,219922.0,"Researcher",109961.0,0,2,0
"plan825","5adaa9cfab",2,280024.0,"Associate",140012.0,0,2,0
"plan824","d85cee1c14",2,149054.0,"Secretary",74527.0,0,2,0
"plan823","516a48ee07",0,0.0,"Software Developer",61007.0,0,0,0
"plan822","980d981018",2,293258.0,"Analyst",146629.0,0,2,0
"plan821","81e2f04c5c",2,217684.0,"Head of Marketing and Sales",108842.0,0,2,0
"plan820","a33b48b069",0,0.0,"Secretary",54757.0,0,0,0
"plan818","e6b61dc2ef",2,228838.0,"Software Developer",114419.0,0,2,0
"plan813","416a498d01",0,0.0,"Designer",78757.0,0,0,0
"plan806","f2cf4bebcc",2,119296.0,"Head of Marketing and Sales",59648.0,0,2,0
"plan805","0929516bab",2,137170.0,"Associate",68585.0,0,2,0
"plan803","e2c0240454",0,0.0,"Accountant",143254.0,0,0,0
"plan802","c8615f2f3a",2,105180.0,"Associate",52590.0,0,2,0
"plan799","da9c88fcb5",2,232614.0,"Business Development Manager",116307.0,0,2,0
"plan798","8449729f28",2,171510.0,"Business Development Manager",85755.0,0,2,0
"plan795","072f7b4603",2,299212.0,"Head of Marketing and Sales",149606.0,0,2,0
"plan790","fc1705c770",2,161384.0,"Head of Marketing and Sales",80692.0,0,2,0
"plan788","b5d959d7a2",2,104494.0,"Project Manager",52247.0,0,2,0
"plan786","225850b77e",2,133080.0,"Associate",66540.0,0,2,0
"plan785","1919f6dd62",2,159834.0,"Administrative Officer",79917.0,0,2,0
"plan783","be0933378c",2,137614.0,"Designer",68807.0,0,2,0
"plan778","134d2a1ba6",2,122634.0,"Analyst",61317.0,0,2,0
"plan775","083817f1e1",0,0.0,"Administrative Officer",81738.0,0,0,0
"plan770","f02cb5540b",2,171058.0,"Secretary",85529.0,0,2,0
"plan767","e9f44db2f7",2,170016.0,"HR Manager",85008.0,0,2,0
"plan765","c114d4c301",2,184356.0,"Accountant",92178.0,0,2,0
"plan761","2ae8a45e75",2,201736.0,"Business Development Manager",100868.0,0,2,0
"plan760","9f185345dd",2,135286.0,"Head of Marketing and Sales",67643.0,0,2,0
"plan759","316b43ea04",2,100158.0,"HR Manager",50079.0,0,2,0
"plan757","4f8fb6c06a",2,269496.0,"Head of Marketing and Sales",134748.0,0,2,0
"plan755","ccff0f3adc",0,0.0,"Analyst",120845.0,0,0,0
"plan754","cf0e7108fa",0,0.0,"Analyst",112316.0,0,0,0
"plan753","9166743292",0,0.0,"Software Developer",87119.0,0,0,0
"plan751","194c38c16c",2,199732.0,"Designer",99866.0,0,2,0
"plan749","c726884db4",0,0.0,"Engineer",79738.0,0,0,0
"plan745","8ae3dbd06c",2,107118.0,"Engineer",53559.0,0,2,0
"plan743","45d57fd5f7",2,215720.0,"Designer",107860.0,0,2,0
"plan737","d11ba9c4ee",2,193548.0,"Project Manager",96774.0,0,2,0
"plan734","57a7bd3569",2,250604.0,"Administrative Officer",125302.0,0,2,0
"plan730","683f3a741f",0,0.0,"Accountant",77469.0,0,0,0
"plan729","cd4e856755",0,0.0,"Administrative Officer",110129.0,0,0,0
"plan728","b29ad8cf66",2,180362.0,"Designer",90181.0,0,2,0
"plan725","976287b117",2,206604.0,"Administrative Officer",103302.0,0,2,0
"plan724","13509a3ae9",2,123702.0,"Software Developer",61851.0,0,2,0
"plan722","016964e8e4",2,262560.0,"Secretary",131280.0,0,2,0
"plan719","ce2ee1624f",2,252136.0,"Researcher",126068.0,0,2,0
"plan717","6d4e28f97d",2,172130.0,"Head of Marketing and Sales",86065.0,0,2,0
"plan713","b0964bf6ba",2,110808.0,"Engineer",55404.0,0,2,0
"plan712","7bed88f28a",0,0.0,"Analyst",118892.0,0,0,0
"plan711","69261d6666",2,250580.0,"Accountant",125290.0,0,2,0
"plan706","7a1caeea09",2,292116.0,"Analyst",146058.0,0,2,0
"plan698","fc9e01a1b7",2,164748.0,"Secretary",82374.0,0,2,0
"plan697","1d43575ec8",0,0.0,"Head of Marketing and Sales",115626.0,0,0,0
"plan694","4c27d22ca6",2,187070.0,"HR Manager",93535.0,0,2,0
"plan692","cddf410789",2,143396.0,"Administrative Officer",71698.0,0,2,0
"plan688","a6d19ac668",2,146558.0,"Business Development Manager",73279.0,0,2,0
"plan685","4df931b6ef",2,169710.0,"Software Developer",84855.0,0,2,0
"plan684","7a9e20003c",2,173916.0,"Software Developer",86958.0,0,2,0
"plan683","3d27bfbe04",0,0.0,"Software Developer",65057.0,0,0,0
"plan682","a7d4e62506",0,0.0,"Head of Marketing and Sales",140201.0,0,0,0
"plan679","a52513f024",2,217874.0,"Head of Marketing and Sales",108937.0,0,2,0
"plan678","c975da6660",2,190896.0,"Project Manager",95448.0,0,2,0
"plan677","7e9645ac48",2,157810.0,"Accountant",78905.0,0,2,0
"plan676","0c800e61df",2,200774.0,"Engineer",100387.0,0,2,0
"plan675","d109d080b6",2,225198.0,"Researcher",112599.0,0,2,0
"plan671","8fbf2322d2",2,240802.0,"Project Manager",120401.0,0,2,0
"plan670","77da8e799a",0,0.0,"Business Development Manager",74562.0,0,0,0
"plan663","b321c7f644",2,191616.0,"Designer",95808.0,0,2,0
"plan656","a19fe12b6f",2,227494.0,"Accountant",113747.0,0,2,0
"plan654","c1e021eaff",2,159846.0,"Accountant",79923.0,0,2,0
"plan649","47e850bd2c",2,114812.0,"Secretary",57406.0,0,2,0
"plan646","a035777243",2,220178.0,"Researcher",110089.0,0,2,0
"plan644","a51a94a505",2,280352.0,"HR Manager",140176.0,0,2,0
